name,online_order,book_table,rate,votes,location,rest_type,dish_liked,approx_cost(for two people),listed_in(city)
Pecos Hideout,No,Yes,4.0,169,BTM,Bar,"Chicken Steak, Beer, Beef Steak, Cheese Nachos, Honey Chilli Potatoes, French Fries, Masala Peanuts",1100.0,Koramangala 5th Block
Al-Marhaba Restaurant,Yes,No,,0,BTM,Quick Bites,,400.0,Koramangala 4th Block
Homely Kitchen,Yes,No,,0,Indiranagar,Delivery,,300.0,MG Road
Gorbandh,Yes,No,4.0,85,BTM,Quick Bites,"Aloo Paratha, Samosa, Kachori, Poha, Chaat",400.0,Jayanagar
Invitation Bar & Restaurant,No,No,3.0,15,BTM,Bar,,1000.0,BTM
Mayo N Burger,Yes,No,3.2,4,Indiranagar,Quick Bites,,250.0,Koramangala 6th Block
Chai Makhani,Yes,No,3.5,11,Koramangala 5th Block,Beverage Shop,,100.0,Koramangala 6th Block
Azimmo Treat,Yes,No,3.8,41,HSR,Casual Dining,,700.0,HSR
Crumb Together,Yes,Yes,4.1,592,JP Nagar,"Casual Dining, Bar","Stuffed Chicken, Malai Broccoli, Cocktails, Salad, Mocktails, Tomato Soup, Biryani",1200.0,Jayanagar
Midnight Express,No,No,2.8,26,Koramangala 5th Block,"Takeaway, Delivery",,650.0,Koramangala 4th Block
Jonah's,Yes,Yes,4.1,1856,Indiranagar,"Casual Dining, Bar","Pizza, Cocktails, Pasta, Mushroom Soup, Panna Cotta, Mocktails, Sandwich",1100.0,Old Airport Road
Punjabi Handi,Yes,No,2.9,19,HSR,Quick Bites,,400.0,Sarjapur Road
Spice Up,Yes,No,3.8,146,JP Nagar,Casual Dining,"Chicken Lollipop, Vegetable Biryani, Noodles, Chicken Noodle, Clear Soup, Hot Pot, Coriander Chicken",600.0,Jayanagar
Calvin's,Yes,No,3.8,22,HSR,"Dessert Parlor, Quick Bites",,800.0,HSR
The Marina,No,No,4.4,542,Indiranagar,Casual Dining,"Sea Food, Jumbo Prawns, Malabar Fish Curry, Crab Soup, Mocktails, Ghee Rice, Veg Starter",1200.0,Indiranagar
Indori Zaika,Yes,No,2.8,105,HSR,Quick Bites,,300.0,HSR
UKIYO,No,No,,0,BTM,"Beverage Shop, Quick Bites",,300.0,BTM
Monkey Bar,Yes,No,4.3,3848,Indiranagar,Pub,"Cocktails, Burgers, Nachos, Sandwiches, Butterfly Chicken, Pizza, Dabeli",1400.0,Indiranagar
Rafees Biryani,Yes,No,3.7,28,Koramangala 5th Block,"Takeaway, Delivery",,600.0,BTM
Rajdhani Thali Restaurant,Yes,Yes,4.0,1129,Indiranagar,Casual Dining,"Lassi, Dahi Vada, Aamras, Daal Baati Churma, Malpua, Veg Thali, Kadhi",1000.0,Indiranagar
Pabrai's Fresh and Naturelle Icecreams,No,No,3.7,118,BTM,Dessert Parlor,"Apple Pie Ice Cream, Nolen Gur, Paan Ice Cream, Chocolate Fudge, Gur Ice Cream",300.0,Jayanagar
Taruni Andhra Mess,No,No,3.6,23,Koramangala 5th Block,Mess,,200.0,BTM
Dum & Oven,No,No,3.7,29,HSR,Casual Dining,,600.0,Koramangala 4th Block
Punjabi Nawabi,Yes,No,4.1,1036,HSR,Casual Dining,"Masala Lassi, Paneer Tikka Masala, Jeera Rice, Dal Makhani, Butter Chicken, Matar Paneer, Chicken Irani",500.0,Sarjapur Road
Sree Krishna Kafe,Yes,No,4.2,972,Koramangala 5th Block,Quick Bites,"Filter Coffee, Lunch Thali, Idli, Mini Idlis, Ghee Masala Dosa, Rasam Vada, Pongal",200.0,Koramangala 5th Block
Kwality Cakes N Bakes,Yes,No,3.7,93,HSR,Bakery,"Burgers, Eggless Cake, Red Velvet Cake",350.0,HSR
The Boozy Griffin,No,Yes,4.6,5017,Koramangala 5th Block,"Casual Dining, Pub","Cocktails, Craft Beer, Salads, Devils Chicken, Sea Food, Mocktails, Wedges",1800.0,Koramangala 7th Block
Andhra Bhojanam,Yes,No,3.3,24,BTM,"Takeaway, Delivery",,600.0,Koramangala 7th Block
Fish & Fries Restaurant,No,No,4.0,649,HSR,Casual Dining,"Fries, Sea Food, Beer Batter Fish, Salad, Clear Soup, Pasta, Mustard Fish",750.0,HSR
Beyond Elements,Yes,Yes,4.1,859,Whitefield,"Casual Dining, Cafe","Masala Chaach, Dal Makhani, Pasta, Wood Fire Pizza, Sweet Lassi, Bharwan Mushroom, Paneer Tikka Masala",900.0,Brookefield
Bonum cibum,Yes,No,4.5,217,HSR,Casual Dining,"Salads, Pasta, Shawarma, Mocktails, Falafel, Babaganush, Pizza",1200.0,Koramangala 4th Block
Eatery Have U Been,Yes,No,3.4,35,BTM,"Cafe, Quick Bites",,500.0,BTM
The Biriyani Pedia,Yes,No,4.0,59,BTM,Quick Bites,"Chicken Stew, Ghee Rice, Chai, Beef Biryani",300.0,Koramangala 7th Block
New Udupi Shubh Sagar,No,No,,0,Whitefield,Quick Bites,,400.0,Whitefield
Cool Point,No,No,3.2,7,Koramangala 5th Block,Quick Bites,,100.0,Koramangala 7th Block
Karachi Bakery,Yes,No,3.9,63,Indiranagar,"Bakery, Quick Bites","Pasta, Pesto Pizza",500.0,MG Road
Flavors Restaurant,No,No,2.9,16,Whitefield,Casual Dining,,700.0,Whitefield
Sree Balaji Sweets Shop,No,No,,0,HSR,Sweet Shop,,250.0,HSR
Shree Muthahalli Veg,Yes,No,4.1,841,HSR,Quick Bites,"Rava Idli, Filter Coffee, Tea, Vada, Paper Masala Dosa, Donne Biryani",300.0,HSR
Anjappar,No,No,3.8,777,Indiranagar,Casual Dining,"Biryani, Mutton Bone Soup, Crab Toast, Uttapam, Fish, Sea Food, Chicken Chettinad",650.0,Old Airport Road
Juicemaker,No,No,3.7,68,HSR,"Quick Bites, Beverage Shop","Salads, Chicken Ceaser Salad, Sandwiches, Burrito Bowl, Shawarma, Sandwich",400.0,HSR
Chaatimes,Yes,No,4.2,9,BTM,Quick Bites,,250.0,BTM
Treatley,Yes,No,3.1,425,Whitefield,Delivery,"Paneer Curry, Sandwiches, Dal Makhani, Rice Bowl, Butter Chicken Box, Cheese Paratha, Panneer Butter Masala",500.0,Whitefield
Onesta,Yes,Yes,4.4,4410,JP Nagar,"Casual Dining, Cafe","Chicken Alfredo Pizza, Coffee Mousse, Chicken Calzone, Banana Smoothie, Butter Chicken Pizza, Chocolate Pizza, Chicken Tikka Pizza",600.0,JP Nagar
Darshan Paradise Restaurant,Yes,No,,0,BTM,Quick Bites,,250.0,BTM
Anda Ka Funda,Yes,No,3.2,64,BTM,Quick Bites,"Paratha, Rolls, Roti",250.0,Koramangala 7th Block
Domino's Pizza,Yes,No,4.0,319,JP Nagar,Quick Bites,"Garlic Bread, Peppy Paneer Pizza, Chocolava Cake, Cheese Burst Pizza",400.0,JP Nagar
Mid-Night Crunch,Yes,No,3.7,456,HSR,"Takeaway, Delivery",Rolls,400.0,Koramangala 7th Block
Choice of Food,Yes,No,,0,Whitefield,Delivery,,250.0,Whitefield
Habitts,Yes,No,3.7,61,BTM,Quick Bites,Nutella Waffle,450.0,BTM
Seafood Place,Yes,No,4.1,293,Indiranagar,Casual Dining,"Sea Food, Masala Prawn, Crabmeat Soup, Crab Ghee Roast, Anjal Masala Fry, Prawn Curry, Tandoori Pomfret",800.0,Indiranagar
Vinaya Cafe,Yes,No,3.7,55,JP Nagar,Quick Bites,"Coffee, Masala Dosa",200.0,JP Nagar
Cake Dilim,Yes,No,3.7,90,HSR,Bakery,Chocolate Cake,400.0,HSR
Lazeez,Yes,No,3.2,908,Koramangala 5th Block,Casual Dining,"Biryani, Rolls, Firni, Chicken Roll, Mutton Pasanda, Mutton Rezala, Phirni",600.0,BTM
Green G Juice Bar,Yes,No,3.5,37,Indiranagar,Beverage Shop,,200.0,Indiranagar
New Farm Fresh,No,No,3.6,34,BTM,Quick Bites,Wood Fire Pizza,650.0,Koramangala 5th Block
Nandanam Family Restaurant,Yes,No,3.6,18,BTM,Quick Bites,,350.0,Koramangala 4th Block
W XYZ - Aloft Hotel,No,Yes,3.7,95,Whitefield,Lounge,Tikka,1700.0,Whitefield
Unique Brew Cafe Resto,No,No,,0,Indiranagar,Quick Bites,,200.0,Old Airport Road
Gangothri Kabab Corner,No,No,3.1,18,BTM,Quick Bites,,400.0,Koramangala 5th Block
Hatti Punjab Di,No,No,3.3,24,HSR,Casual Dining,,600.0,BTM
Bombay Sandwich Company,Yes,No,,0,JP Nagar,Delivery,,400.0,JP Nagar
Ciclo Cafe,Yes,No,4.3,1328,Indiranagar,"Cafe, Casual Dining","Pizza, Cheesy Fries, Chicken Ceaser Salad, Tiramisu, Salads, Cocktails, Burgers",1000.0,MG Road
Dilli Dil Se,Yes,No,3.6,20,Whitefield,Quick Bites,,400.0,Whitefield
Royal's Biryani,Yes,No,,0,BTM,Quick Bites,,300.0,Koramangala 7th Block
Two States,No,No,3.4,5,BTM,Quick Bites,,250.0,Koramangala 7th Block
Nandhini Paradise,No,Yes,3.7,289,Indiranagar,Casual Dining,"Thali, Andhra Meal, Chicken Biryani, Roti, Andhra Chilli Chicken, Hyderabadi Biryani, Mutton Biryani",600.0,Indiranagar
Inhouse Burger,No,No,,0,Whitefield,Quick Bites,,500.0,Whitefield
Cucumber Town,Yes,No,4.2,310,BTM,Delivery,"Appam, Chicken Biryani, Kizhi Biryani, Kuluki Sarbat, Panneer Butter Masala, Meen Pollichathu, Vellarikka Pattanam",600.0,Koramangala 6th Block
Sri Lakshmi Vaibhav,Yes,No,4.0,159,Whitefield,Casual Dining,,500.0,Whitefield
New Gongura's,Yes,No,3.7,47,BTM,Casual Dining,,550.0,Koramangala 7th Block
Mast Kalandar,No,No,2.4,256,Indiranagar,Casual Dining,"Dal Makhani, Gulab Jamun, Lassi, Thali, Masala Chaach, Rice, Raita",450.0,Indiranagar
Meaza Ginger Multi Cuisine Restaurant,Yes,No,3.7,93,Indiranagar,Quick Bites,"Biryani, Chicken Curry, Kerala Parotta, Appam, Chicken Grill",500.0,Old Airport Road
Berry'd Alive,Yes,No,4.3,1902,Koramangala 5th Block,Dessert Parlor,"Brownie, Apple Pie, Blackberry Cheesecake, Chocolate Icecreams, Hot Chocolate, Caramel Chocolate, Peach Parfait",400.0,Koramangala 6th Block
Anvar Bhai's,Yes,No,,0,BTM,Quick Bites,,250.0,Koramangala 6th Block
Crown Resto,No,No,,0,BTM,Casual Dining,,450.0,Koramangala 5th Block
New Friends,Yes,No,3.8,273,BTM,Casual Dining,"Fritters, Lasagne, Biryani, Fish, Pasta, Draught Beer, Hot Pot",900.0,BTM
Nanna Munna Paratha House,No,No,3.6,20,BTM,Quick Bites,,300.0,Koramangala 6th Block
Sichuan,Yes,No,4.0,494,HSR,Casual Dining,"Momos, Fish, Chilli Chicken, Singapore Noodles, Bamboo Rice, Dumplings, Tom Yum Soup",800.0,Koramangala 4th Block
Magix's Parattha Roll,Yes,No,3.7,184,BTM,Quick Bites,"Rolls, Chicken Roll, Tandoori Chicken, Biryani, Chicken Lollipop, Paratha, Chicken Grill",400.0,BTM
Sandwichwallas,Yes,No,3.6,33,JP Nagar,Quick Bites,,200.0,JP Nagar
Sri Lakshmi Dhaba,Yes,No,2.9,257,BTM,Quick Bites,"Paratha, Shahi Paneer",250.0,BTM
Yo! Thali,Yes,No,3.5,6,HSR,Quick Bites,,400.0,Koramangala 4th Block
Funky Punjab,Yes,No,3.8,127,BTM,Quick Bites,"Roti, Dal Makhani, Lassi, Panneer Butter Masala, Kulcha, Masala Papad, Butter Chicken",400.0,Koramangala 6th Block
Rasana,Yes,No,,0,HSR,Quick Bites,,250.0,HSR
Malabar Mint,No,No,3.4,39,Koramangala 5th Block,Casual Dining,,700.0,Koramangala 4th Block
Happy Brew,No,Yes,4.0,2159,Koramangala 5th Block,Lounge,"Beer, Jalapeno Cheeseballs, Peri Peri Chicken Burger, Burgers, Nachos, Barbecue Chicken Wings, Cheesy Fries",1000.0,Koramangala 5th Block
Galito's,Yes,Yes,4.6,595,Whitefield,Casual Dining,"Garlic Bread, Peri Peri Chicken, Burgers, Chicken Grill, Chicken Wings, Peri Fries, Mocktails",1000.0,Whitefield
Crunchy Nights,Yes,No,3.7,30,BTM,Delivery,,400.0,Koramangala 7th Block
Coffee Time,No,No,,0,BTM,"Takeaway, Delivery",,150.0,Koramangala 5th Block
1131 Bar + Kitchen,No,Yes,4.4,2861,Indiranagar,"Bar, Casual Dining","Pizza, Chocolate Cake, Cocktails, Nachos, Sangria, Craft Beer, Mocktails",1500.0,Old Airport Road
The Grilled & Fried,Yes,No,3.3,130,Whitefield,Quick Bites,"Potato Fries, Chicken Curry",300.0,Whitefield
Madeena Hotel,Yes,No,3.9,89,Koramangala 5th Block,Quick Bites,"Biryani, Paratha",400.0,Jayanagar
Paratha Plaza,Yes,No,3.7,156,Indiranagar,Quick Bites,"Paratha, Panneer Butter Masala, Dal Tadka, Shahi Paneer, Sweet Lassi, Dal Makhani, Biryani",300.0,Old Airport Road
Vydehi Green Park Multicuisine Restaurant,No,No,,0,Whitefield,Quick Bites,,400.0,Whitefield
Daniyal's,Yes,No,3.1,42,BTM,Quick Bites,,800.0,JP Nagar
Stop N Joy,No,No,,0,BTM,Quick Bites,,150.0,Koramangala 5th Block
Rajveena Kitchen,Yes,No,3.7,27,BTM,Quick Bites,,500.0,BTM
Sagar Fast Food,Yes,No,3.7,67,BTM,Quick Bites,"Idli, Masala Dosa, Sweet Lassi",300.0,Koramangala 6th Block
Empire Restaurant,Yes,No,4.1,8286,Indiranagar,Casual Dining,"Dum Biryani, Fiery Chicken, Butter Chicken, Pepper Chicken, Paneer Tikka Masala, Chicken Grill, Chilli Chicken",750.0,Old Airport Road
Asha Tiffins,Yes,No,4.3,286,HSR,Quick Bites,"Vada, Masala Dosa, Kharabath, Filter Coffee, Kesari Bath, Idli Sambar",150.0,Koramangala 5th Block
Ibaco,Yes,No,4.0,289,Indiranagar,Dessert Parlor,"Icecream Cake, Almond Crunch, Cream Cake, Belgian Chocoholic",300.0,Frazer Town
Desi Qulfi,Yes,No,,0,Whitefield,Dessert Parlor,,150.0,Whitefield
Kava Kitchen & Bar - Fairfield by Marriott,No,No,3.9,74,Whitefield,"Casual Dining, Bar",Dal Halwa,1200.0,Whitefield
Om Sweets & Snacks,No,No,3.9,34,Koramangala 5th Block,Sweet Shop,,150.0,Jayanagar
Dyu Art Cafe,No,No,4.5,3849,Koramangala 5th Block,Cafe,"Coffee, Chocolate Mocha, Hot Chocolate, Chocolate Cake, Sandwiches, Pizza, Bannoffee Pie",800.0,Koramangala 7th Block
JLT Food,Yes,No,3.6,23,Whitefield,Quick Bites,,450.0,Whitefield
Dakshin Cafe,Yes,No,4.1,140,JP Nagar,Quick Bites,"Vada, Masala Dosa, Filter Coffee, Kesari Bath, Kharabath, Open Dosa",100.0,Bannerghatta Road
Dal Roti Sabji,Yes,No,4.1,81,Indiranagar,Quick Bites,"Kadhai Paneer, Paratha",150.0,Indiranagar
Levitate Brewery and Kitchen,No,Yes,,0,JP Nagar,"Microbrewery, Casual Dining","Wheat Beer, Lager, Paneer Lollipop, Rustica Pizza, Dark Beer, Mocktails, Cocktails",1500.0,Bannerghatta Road
Shake It Off,Yes,No,4.2,159,Indiranagar,Quick Bites,"Momos, Thick Shakes, Peri Peri Fries, Burgers, Hot Chocolate, Sandwich, Virgin Mojito",600.0,Indiranagar
Ciclo Cafe,Yes,No,4.3,1332,Indiranagar,"Cafe, Casual Dining","Pizza, Cheesy Fries, Chicken Ceaser Salad, Tiramisu, Salads, Cocktails, Burgers",1000.0,Old Airport Road
Hotel Akshaya Restaurant,No,No,,0,JP Nagar,Quick Bites,,400.0,JP Nagar
Yeti,No,No,3.7,22,BTM,"Quick Bites, Dessert Parlor",,300.0,Koramangala 5th Block
Baskin Robbins,No,No,3.8,80,Indiranagar,Dessert Parlor,"Cotton Candy, Banana Split",250.0,Indiranagar
Spoorthi Ice Cream,No,No,,0,BTM,Dessert Parlor,,150.0,Koramangala 7th Block
Chokha Chowka,Yes,No,3.9,358,BTM,Quick Bites,"Chaat, Samosa, Thali, Sweet Lassi, Biryani, Egg Roll, Masala Paneer",400.0,JP Nagar
Crown Resto,No,No,,0,BTM,Casual Dining,,450.0,Jayanagar
Afoozoo - Ginger Hotel,No,No,3.5,40,Whitefield,Casual Dining,,800.0,Brookefield
Imperio Cafe,No,No,3.9,23,Whitefield,Quick Bites,,200.0,Sarjapur Road
Nile Garden Restaurant,Yes,No,2.6,33,BTM,Casual Dining,,500.0,Koramangala 4th Block
De Oxford Cafe,No,No,3.7,34,JP Nagar,Cafe,,500.0,Bannerghatta Road
Falooda Cafe,Yes,No,,0,BTM,Quick Bites,,200.0,BTM
New Grand Restaurant,Yes,No,3.1,11,BTM,Casual Dining,,500.0,Koramangala 7th Block
AM's Cafe Recreate,Yes,No,3.3,8,BTM,"Takeaway, Delivery",,250.0,HSR
Fava Bistro,Yes,Yes,4.4,387,Koramangala 5th Block,"Casual Dining, Bar","Pizza, Pita Bread, Beer Cocktail, Baklava, Shrimp Soup, Pasta, Babaganush",1500.0,Koramangala 6th Block
Andhra Bhojanam,Yes,No,3.2,23,BTM,"Takeaway, Delivery",,600.0,JP Nagar
Gud Dhani,Yes,No,4.0,827,BTM,Casual Dining,"Buttermilk, Jal-jeera, Churma, Palak Kofta, Lassi, Gulab Jamun, Dahi Bhindi",500.0,Jayanagar
Anika's India Kitchen,Yes,No,3.3,5,HSR,Delivery,,250.0,BTM
Mama Mia!,Yes,No,4.3,428,Indiranagar,"Dessert Parlor, Cafe","Gelato, Strawberry Sundae, Hot Chocolate, Brownie, Wedges, Peri Peri Fries, Thick Shakes",400.0,Old Airport Road
Vani Hindu Military Hotel,No,No,3.3,4,Indiranagar,Quick Bites,,250.0,MG Road
North Indian And Bengali Mess,No,No,3.7,34,Koramangala 5th Block,Mess,,300.0,Koramangala 4th Block
Oliver Wraps,Yes,No,3.1,8,HSR,"Takeaway, Delivery",,300.0,HSR
The Teal Door Cafe,Yes,No,4.2,1855,Indiranagar,Cafe,"Mocktails, Sandwiches, Mushroom Soup, Idli Platter, Nachos, Appam, Egg Dosa",800.0,Indiranagar
Baba Ka Dhaba,Yes,No,3.7,195,BTM,Quick Bites,"Paratha, Butter Naan, Thali, Tandoori Roti, Lassi",400.0,Koramangala 7th Block
Hotel Manu,Yes,No,3.9,340,HSR,Quick Bites,"Fish, Paratha",400.0,HSR
Kuttanadu,Yes,No,2.8,261,HSR,Casual Dining,"Pothichoru, Kerala Parotta, Beef Fry, Vegetable Stew, Chicken Curry, Paratha, Biryani",700.0,Koramangala 6th Block
Ammi's Biryani,No,No,2.5,131,Whitefield,Quick Bites,"Rice, Mutton Biryani, Chicken Biryani, Haleem, Vegetable Biryani, Hyderabadi Biryani, Chicken Guntur",500.0,Whitefield
Chung Wah,Yes,No,4.0,314,Koramangala 5th Block,Casual Dining,"Noodles, Hunan Chicken, Momos, Spring Roll, Wonton Soup, Chicken Butter Garlic, Fried Rice Chicken",800.0,Koramangala 6th Block
Shake Tat Bottle,Yes,No,3.3,5,BTM,Beverage Shop,,200.0,Koramangala 4th Block
Stoned Monkey,Yes,No,3.9,239,JP Nagar,Dessert Parlor,"Coffee, Waffles, Hot Chocolate Fudge, Cheesy Garlic Bread",500.0,Bannerghatta Road
Cross Roads Cafe,No,No,3.0,59,Indiranagar,Cafe,"Mojito, Fajitas",500.0,Old Airport Road
Hyderabadi Biryani House,No,No,,0,BTM,Quick Bites,,300.0,BTM
Marunadan Kada,No,No,3.3,6,BTM,Quick Bites,,250.0,Koramangala 5th Block
"3B's - Buddies, Bar & Barbecues",No,Yes,4.4,1154,BTM,"Casual Dining, Bar","Paan Ice Cream, Cocktails, Fish Grill, Crispy Corn, Butter Chicken, Phirni, Chicken Tikka",1100.0,BTM
Deepam Tiffins,No,No,,0,BTM,Quick Bites,,300.0,Koramangala 4th Block
Food And You,Yes,No,3.9,35,BTM,Quick Bites,,350.0,Jayanagar
Kamat Yatrinivas,No,No,3.0,241,Whitefield,Quick Bites,"Thali, Jowar Roti, Brinjal Curry, Coffee, Buttermilk, Salad, Akki Rottis",500.0,Whitefield
Topsy Turvey,No,No,,0,Whitefield,Bar,,900.0,Whitefield
Flavours Radha Hometel,No,Yes,3.5,185,Whitefield,Casual Dining,"Salads, Gulab Jamun, Breakfast Buffet, Fish, Lunch Buffet, French Toast, Chicken Wings",800.0,Whitefield
Taza Khaana,Yes,No,3.1,175,HSR,Delivery,,450.0,Koramangala 5th Block
Om Made Cafe,No,No,4.1,2737,Koramangala 5th Block,Cafe,"Margarita, Pasta, Mocktails, Lemonade, Bruschettas, Salads, Spaghetti",1300.0,Koramangala 6th Block
Durbari Restaurant,No,No,3.2,4,JP Nagar,Casual Dining,,600.0,Jayanagar
Gobble Up Churros Cafe,Yes,No,4.3,371,Indiranagar,Dessert Parlor,"Churros, Empanadas, Hot Chocolate, Chocolate Banana, Salad, Chocolate Shake, Patata Bravas",400.0,Indiranagar
Bootlegger,No,Yes,4.0,601,Indiranagar,Lounge,"Cocktails, Pasta, Chilli Pork, Beer, Beetroot Burger, Chicken Nachos, Pepperoni Pizza",1800.0,Indiranagar
Nandhana Palace,No,Yes,4.2,957,Indiranagar,"Casual Dining, Bar","Andhra Meal, Mutton Soup, Vegetable Biryani, Non Veg Thali, Chicken Boneless Biryani, Mutton Biryani, Chilli Chicken",800.0,Old Airport Road
Pecos Stones,No,Yes,4.2,1096,Indiranagar,"Pub, Casual Dining","Chicken Curry, Chicken Dosa, Sea Food, Masala Peanuts, Chicken Tacos, Draught Beer, Lime Soda",1100.0,Old Airport Road
Nile Garden Restaurant,Yes,No,2.6,33,BTM,Casual Dining,,500.0,Koramangala 5th Block
Toit,No,No,4.7,14956,Indiranagar,Microbrewery,"Beer, Pesto Pizza, Nachos, Cocktails, Beef Lasagna, Mai Thai, Tacos",1500.0,Indiranagar
Sankranthi Veg Restaurant,Yes,No,3.0,102,BTM,Casual Dining,"Tea, Vada Sambar, Masala Dosa",600.0,JP Nagar
Knight Ryders,Yes,No,3.4,239,BTM,Delivery,,400.0,BTM
Monkey Bar,Yes,No,4.3,3890,Indiranagar,Pub,"Cocktails, Burgers, Nachos, Sandwiches, Butterfly Chicken, Pizza, Dabeli",1400.0,Old Airport Road
Bamboo Heights,No,No,3.7,112,BTM,Casual Dining,Friendly Staff,500.0,BTM
Insta Cafe,Yes,No,2.9,7,BTM,Cafe,,400.0,Jayanagar
Kadai Crust - Amma Veetu Samayal,No,No,3.8,263,Indiranagar,"Takeaway, Delivery","Egg Pepper Fry, Egg Curry, Chicken Biryani, Jeera Rice, Ghee Rice, Chicken Kheema Dosa, Fish Fry",700.0,Old Airport Road
Safe House,No,Yes,4.1,1372,HSR,"Bar, Casual Dining","Prawn, Masala Peanuts, Honey Chilli Potatoes, Craft Beer, Mushroom Noodles, Cocktails, Pizza",900.0,HSR
Boondock Bistro,Yes,Yes,4.0,1623,Whitefield,"Casual Dining, Cafe","Burgers, Steak, Baconator Burger, Chicken Bbq Wings, Cream Soup, Sandwiches, Pasta",900.0,Brookefield
Andhra Bhojanam,Yes,No,3.3,23,BTM,"Takeaway, Delivery",,600.0,Koramangala 4th Block
Chai Kraft,Yes,No,,0,BTM,Beverage Shop,,100.0,Koramangala 4th Block
Windmills Craftworks,No,No,4.6,5890,Whitefield,"Microbrewery, Pub","Keema Pav, Cocktails, Craft Beer, Pork Chops, Mocktails, Hefeweizen, Nachos",2500.0,Brookefield
Shavaji Hotel,No,No,,0,JP Nagar,Quick Bites,,200.0,JP Nagar
Kapoor's Biriyani,Yes,No,3.3,334,BTM,Quick Bites,"Raita, Hyderabadi Biryani",400.0,BTM
Blk Plus Wht,No,No,4.3,112,HSR,"Casual Dining, Cafe","Noodles, Cocktails, Nasi Goreng, Apple Fritters, Nalli Nihari, Panna Cotta, Vanilla Ice Cream",800.0,HSR
Nagarjuna,No,No,4.3,2304,Koramangala 5th Block,Casual Dining,"Andhra Meal, Chicken Pepper Dry, Andhra Thali, Chicken Biryani, Murgh Ghee Roast, Ghee Rice, Hyderabadi Biryani",800.0,Koramangala 5th Block
Frozen Bottle,Yes,No,4.1,240,Koramangala 5th Block,Beverage Shop,"Chocolate Hazelnut, Thick Shakes, Brownie Chocolate, Belgian Chocolate, Chocolate Shake, Tiramisu, Oreo Shake",400.0,Koramangala 6th Block
Bamey's Restro Cafe,Yes,No,4.2,532,Koramangala 5th Block,Casual Dining,"Momo Platter, Thali, Noodles, Chicken Sekuwa, Chicken Thukpa, Jhol Momos, Veg Momos",600.0,BTM
Sri Sharana Basaveshwara Khanavali,No,No,,0,BTM,Quick Bites,,200.0,BTM
Bake Addiction,Yes,No,4.0,89,JP Nagar,Bakery,"Cup Cake, Swiss Roll",500.0,BTM
Royal's Biryani,Yes,No,,0,BTM,Quick Bites,,300.0,Jayanagar
Eat N Drink,No,No,3.8,87,BTM,Quick Bites,"Sandwiches, Fruit Juices, Burgers, Chicken Sandwich, Omelette, French Fries, Oreo Shake",250.0,BTM
Rolla Rappa,Yes,No,3.6,176,HSR,Delivery,"Rolls, Tandoori Momos, Soya Chaap, Peri Peri Chicken Roll, Chicken Biryani, Fries, Paneer Roll",400.0,Koramangala 7th Block
Calvin's,Yes,No,3.8,22,HSR,"Dessert Parlor, Quick Bites",,800.0,HSR
Bun Town,Yes,No,3.8,22,Koramangala 5th Block,Cafe,,500.0,Koramangala 7th Block
Tayabbs,Yes,No,3.3,7,Whitefield,Quick Bites,,350.0,Brookefield
WOW! Momo,Yes,No,2.9,46,Whitefield,"Food Court, Quick Bites","Chocolate Momos, Fried Momo",400.0,Whitefield
Hyderabad Biryaani House,Yes,No,4.1,1117,Koramangala 5th Block,Casual Dining,"Hyderabadi Biryani, Mutton Biryani, Tandoori Chicken, Mutton Fry, Chicken Biryani, Lassi, Crispy Babycorn",750.0,Koramangala 5th Block
Natuna Seafood House,Yes,No,4.2,76,Koramangala 5th Block,Quick Bites,"Sea Food, Thali, Red Snapper, Fish Fry, Neer Dosa",450.0,Jayanagar
Ulavacharu,Yes,Yes,4.2,153,Koramangala 5th Block,Casual Dining,"Ulavacharu, Biryani, Bangla Kodi, Rajugari Kodi Pulao, Gadwal Kodi Pulao, Curd Rice, Fish",900.0,Koramangala 7th Block
Whooppeezz,No,No,4.0,372,BTM,Casual Dining,"Pasta, Mojito, Masala Lemonade, Nachos, Butter Chicken Pizza, Chocolate Pizza, Thin Crust Pizza",500.0,BTM
Mother's Food,Yes,No,3.9,62,Whitefield,Quick Bites,"Non Veg Thali, Egg Maggi",200.0,Brookefield
Ice Cream Works,Yes,No,3.8,83,Indiranagar,Dessert Parlor,"Faluda, Calcutta Paan, Chocolate Icecreams",300.0,Indiranagar
Magic Box,Yes,No,3.3,21,Indiranagar,"Takeaway, Delivery",,300.0,MG Road
Billionaires Cafe,No,No,3.8,47,Koramangala 5th Block,Cafe,Friendly Staff,600.0,Koramangala 6th Block
Ustaad Biryani,Yes,No,3.2,5,HSR,Delivery,,500.0,Koramangala 4th Block
Nirvana Foods,Yes,No,,0,Whitefield,Quick Bites,,300.0,Brookefield
The Maori - Aurick Boutique Hotel,No,No,3.5,44,JP Nagar,Casual Dining,,1000.0,Jayanagar
Amaravati Grand,No,No,3.4,7,BTM,Casual Dining,,550.0,BTM
Kababji Cafe,Yes,No,,0,HSR,Quick Bites,,300.0,HSR
Ganesh Restaurant,Yes,No,3.7,51,Koramangala 5th Block,Quick Bites,,300.0,Koramangala 6th Block
Nawab-E-Khana,Yes,No,3.2,30,BTM,Quick Bites,,500.0,Koramangala 4th Block
Sri Nandi Grand,Yes,No,3.5,7,BTM,Quick Bites,,300.0,Jayanagar
